Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Duration,Total Packets,Total Length,Packet Length Min,Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Total,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count
177.125.179.204-71.126.222.64-80-48882-TCP,177.125.179.204,80,71.126.222.64,48882,TCP,0.2154480000000092,5,992,46,432,4604.359288552029,23.207456091492084,0.0538620000000023,0.06439481532442118,0.1282769999999971,6.000000013273166e-06,0.2154480000000092,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-48891-TCP,177.125.179.204,80,71.126.222.64,48891,TCP,0.21643599999998742,5,1008,46,448,4657.265889223875,23.10151730765811,0.054108999999996854,0.0646362701739399,0.12863199999998187,6.000000013273166e-06,0.21643599999998742,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-48893-TCP,177.125.179.204,80,71.126.222.64,48893,TCP,0.24702899999999772,5,1009,46,449,4084.54068145849,20.240538560250197,0.06175724999999943,0.07733568284378806,0.16018799999997668,6.000000013273166e-06,0.24702899999999772,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-52549-TCP,177.125.179.204,80,71.126.222.64,52549,TCP,0.2940870000000011,5,1005,46,445,3417.3560885044094,17.00177158459905,0.07352175000000027,0.09696717106448907,0.20443799999999968,5.999999999062311e-06,0.2940870000000011,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-52550-TCP,177.125.179.204,80,71.126.222.64,52550,TCP,0.3175409999999985,8,6593,46,1500,20762.6731666148,25.193597047310544,0.045362999999999785,0.05894916263188057,0.13990499999999884,8.000000001118224e-06,0.3175409999999985,1,1,0,2,9,0,0,0
177.125.179.204-71.126.222.64-80-52562-TCP,177.125.179.204,80,71.126.222.64,52562,TCP,0.2656649999999985,5,1005,46,445,3782.9597425329107,18.82069523648214,0.06641624999999962,0.08541542769459257,0.17896600000000262,5.999999999062311e-06,0.2656649999999985,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-52573-TCP,177.125.179.204,80,71.126.222.64,52573,TCP,0.17414199999998914,7,6604,52,1500,37923.074272722326,40.19708054346704,0.029023666666664855,0.044658052468362595,0.08934999999999604,8.000000008223651e-06,0.17414199999998914,1,1,0,2,8,0,0,0
177.125.179.204-71.126.222.64-80-52574-TCP,177.125.179.204,80,71.126.222.64,52574,TCP,5.260998999999998,5,1005,46,445,191.02835792213614,0.9503898404086375,1.3152497499999996,2.572663852649416,5.173753000000005,5.999999984851456e-06,5.260998999999998,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-52575-TCP,177.125.179.204,80,71.126.222.64,52575,TCP,5.241291999999987,5,994,46,434,189.64789597679396,0.9539632594406136,1.3103229999999968,2.5629778233621012,5.154299999999978,2.700000001709668e-05,5.241291999999987,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-52578-TCP,177.125.179.204,80,71.126.222.64,52578,TCP,0.17381399999999303,7,6732,52,1500,38731.05733715506,40.27293543673284,0.02896899999999884,0.04454970313706806,0.08897400000000744,7.999999979801942e-06,0.17381399999999303,1,1,0,2,8,0,0,0
177.125.179.204-71.126.222.64-80-52581-TCP,177.125.179.204,80,71.126.222.64,52581,TCP,0.19381800000002158,5,1007,46,447,5195.595868288228,25.797397558531422,0.048454500000005396,0.05642567105198994,0.10591800000000262,5.000000015797923e-06,0.19381800000002158,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-52582-TCP,177.125.179.204,80,71.126.222.64,52582,TCP,0.1906720000000064,5,1012,46,452,5307.543844927237,26.22304271209109,0.0476680000000016,0.05540018407310884,0.10372700000002055,1.9999999977926564e-05,0.1906720000000064,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-59077-TCP,177.125.179.204,80,71.126.222.64,59077,TCP,0.2175280000000157,5,1012,46,452,4652.2746496999325,22.985546688240774,0.05438200000000393,0.06535750367020574,0.13098200000001725,4.9999999873762135e-06,0.2175280000000157,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-59089-TCP,177.125.179.204,80,71.126.222.64,59089,TCP,0.37746500000002925,5,1005,46,445,2662.498509795404,13.246261242763204,0.09436625000000731,0.13694697393366945,0.29033400000002985,5.999999984851456e-06,0.37746500000002925,1,1,0,2,6,0,0,0
177.125.179.204-71.126.222.64-80-59091-TCP,177.125.179.204,80,71.126.222.64,59091,TCP,0.17470000000002983,7,6801,52,1500,38929.59358900308,40.06868918144708,0.029116666666671637,0.044771235943062905,0.08981400000004669,7.999999979801942e-06,0.17470000000002983,1,1,0,2,8,0,0,0
177.125.214.153-71.126.222.64-80-36724-TCP,177.125.214.153,80,71.126.222.64,36724,TCP,58.446307000000004,4,1224,46,770,20.942298373103366,0.06843888357223323,19.482102333333334,33.58606321381977,58.263947,0.08523100000000028,58.446307000000004,1,1,0,2,4,0,0,0
188.72.200.132-71.126.222.64-80-38047-TCP,188.72.200.132,80,71.126.222.64,38047,TCP,6.026149000000004,4,1240,46,770,205.76988720325355,0.6637738296879147,2.0087163333333344,3.457466868831906,6.001053999999996,0.009879999999995448,6.026149000000004,1,1,0,2,4,0,0,0
192.120.148.227-71.126.222.64-0-0-ICMP,192.120.148.227,0,71.126.222.64,0,ICMP,299.98388200000005,18889,1133340,60,60,3778.002979506745,62.966716325112415,0.015882247035154597,0.004854036612757287,0.2741969999999583,0.0016200000000026193,299.98388200000005,0,0,0,0,0,0,0,0
192.95.27.190-71.126.222.64-0-0-ICMP,192.95.27.190,0,71.126.222.64,0,ICMP,299.99235300000004,21081,1264860,60,60,4216.307473677503,70.27179122795839,0.014231136290322582,0.09854928265580427,3.890139999999974,0.0020360000000039236,299.99235300000004,0,0,0,0,0,0,0,0
192.95.27.190-71.126.222.64-50000-35451-TCP,192.95.27.190,50000,71.126.222.64,35451,TCP,225.373147,3,144,48,48,0.6389403614264658,0.013311257529718037,112.6865735,44.470780561930546,144.132164,81.240983,225.373147,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50001-35451-TCP,192.95.27.190,50001,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50002-35451-TCP,192.95.27.190,50002,71.126.222.64,35451,TCP,225.373485,3,144,48,48,0.6389394031866704,0.013311237566388965,112.6867425,44.469859908901434,144.13168199999998,81.241803,225.373485,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50003-35451-TCP,192.95.27.190,50003,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50004-35451-TCP,192.95.27.190,50004,71.126.222.64,35451,TCP,225.373647,3,144,48,48,0.6389389439129944,0.013311227998187384,112.6868235,44.47002678610183,144.13188100000002,81.24176599999998,225.373647,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50005-35451-TCP,192.95.27.190,50005,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50006-35451-TCP,192.95.27.190,50006,71.126.222.64,35451,TCP,225.373622,3,144,48,48,0.6389390147885186,0.013311229474760803,112.686811,44.47099481528525,144.132553,81.24106900000001,225.373622,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50007-35451-TCP,192.95.27.190,50007,71.126.222.64,35451,TCP,70.43486400000002,2,96,48,48,1.3629613879853586,0.02839502891636164,70.43486400000002,0,70.43486400000002,70.43486400000002,70.43486400000002,0,2,0,0,2,0,0,0
192.95.27.190-71.126.222.64-50008-35451-TCP,192.95.27.190,50008,71.126.222.64,35451,TCP,225.373695,3,144,48,48,0.638938807832032,0.013311225163167335,112.6868475,48.115248510145754,146.709466,78.664229,225.373695,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50009-35451-TCP,192.95.27.190,50009,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50010-35451-TCP,192.95.27.190,50010,71.126.222.64,35451,TCP,227.263739,3,144,48,48,0.6336250588572777,0.013200522059526619,113.6318695,46.780122012821266,146.710411,80.553328,227.263739,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50011-35451-TCP,192.95.27.190,50011,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50012-35451-TCP,192.95.27.190,50012,71.126.222.64,35451,TCP,227.26375000000002,3,144,48,48,0.6336250281886134,0.013200521420596113,113.63187500000001,46.78027404077923,146.71052400000002,80.553226,227.26375000000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50013-35451-TCP,192.95.27.190,50013,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50014-35451-TCP,192.95.27.190,50014,71.126.222.64,35451,TCP,227.26414499999998,3,144,48,48,0.6336239269067279,0.013200498477223498,113.63207249999999,46.779676535549115,146.710299,80.553846,227.26414499999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50015-35451-TCP,192.95.27.190,50015,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50016-35451-TCP,192.95.27.190,50016,71.126.222.64,35451,TCP,221.355854,3,144,48,48,0.6505362175784156,0.013552837866216992,110.677927,42.60220634491788,140.802236,80.553618,221.355854,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50017-35451-TCP,192.95.27.190,50017,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50018-35451-TCP,192.95.27.190,50018,71.126.222.64,35451,TCP,221.35653399999998,3,144,48,48,0.650534219152528,0.013552796232344334,110.67826699999999,42.60254575617284,140.80281599999998,80.553718,221.35653399999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50019-35451-TCP,192.95.27.190,50019,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50020-35451-TCP,192.95.27.190,50020,71.126.222.64,35451,TCP,221.355917,3,144,48,48,0.6505360324296188,0.01355283400895039,110.6779585,42.60356186861741,140.803226,80.55269100000001,221.355917,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50021-35451-TCP,192.95.27.190,50021,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50022-35451-TCP,192.95.27.190,50022,71.126.222.64,35451,TCP,221.356455,3,144,48,48,0.6505344513219639,0.013552801069207582,110.6782275,42.60250827951345,140.80275,80.55370500000001,221.356455,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50023-35451-TCP,192.95.27.190,50023,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50024-35451-TCP,192.95.27.190,50024,71.126.222.64,35451,TCP,221.356659,3,144,48,48,0.650533851796164,0.013552788579086749,110.6783295,42.60138680815851,140.802059,80.5546,221.356659,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50025-35451-TCP,192.95.27.190,50025,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50026-35451-TCP,192.95.27.190,50026,71.126.222.64,35451,TCP,221.355836,3,144,48,48,0.6505362704780911,0.013552838968293566,110.677918,42.60242837644716,140.802384,80.55345200000002,221.355836,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50027-35451-TCP,192.95.27.190,50027,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50028-35451-TCP,192.95.27.190,50028,71.126.222.64,35451,TCP,221.356447,3,144,48,48,0.6505344748328021,0.013552801559016711,110.6782235,42.602668085646016,140.802859,80.55358799999999,221.356447,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50029-35451-TCP,192.95.27.190,50029,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50030-35451-TCP,192.95.27.190,50030,71.126.222.64,35451,TCP,221.356202,3,144,48,48,0.650535194853045,0.013552816559438439,110.678101,42.60282294203107,140.802846,80.55335600000001,221.356202,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50031-35451-TCP,192.95.27.190,50031,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50032-35451-TCP,192.95.27.190,50032,71.126.222.64,35451,TCP,221.356046,3,144,48,48,0.6505356533157446,0.013552826110744678,110.678023,42.601917845351146,140.80212799999998,80.55391800000001,221.356046,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50033-35451-TCP,192.95.27.190,50033,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50034-35451-TCP,192.95.27.190,50034,71.126.222.64,35451,TCP,221.35564399999998,3,144,48,48,0.650536834741833,0.013552850723788187,110.67782199999999,42.602014011873386,140.80199499999998,80.55364900000001,221.35564399999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50035-35451-TCP,192.95.27.190,50035,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50036-35451-TCP,192.95.27.190,50036,71.126.222.64,35451,TCP,221.355884,3,144,48,48,0.6505361294123088,0.013552836029423098,110.677942,42.60271829022748,140.802613,80.553271,221.355884,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50037-35451-TCP,192.95.27.190,50037,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50038-35451-TCP,192.95.27.190,50038,71.126.222.64,35451,TCP,221.35596600000002,3,144,48,48,0.6505358884250718,0.013552831008855662,110.67798300000001,42.60218230328732,140.802275,80.55369100000001,221.35596600000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50039-35451-TCP,192.95.27.190,50039,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50040-35451-TCP,192.95.27.190,50040,71.126.222.64,35451,TCP,221.356609,3,144,48,48,0.6505339987386598,0.013552791640388745,110.6783045,42.602813749642934,140.803043,80.55356599999999,221.356609,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50041-35451-TCP,192.95.27.190,50041,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50042-35451-TCP,192.95.27.190,50042,71.126.222.64,35451,TCP,221.355844,3,144,48,48,0.6505362469671232,0.013552838478481734,110.677922,42.60186834787647,140.80199199999998,80.553852,221.355844,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50043-35451-TCP,192.95.27.190,50043,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50044-35451-TCP,192.95.27.190,50044,71.126.222.64,35451,TCP,221.356479,3,144,48,48,0.6505343807894595,0.013552799599780407,110.6782395,42.60327902590497,140.80330700000002,80.55317199999999,221.356479,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50045-35451-TCP,192.95.27.190,50045,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50046-35451-TCP,192.95.27.190,50046,71.126.222.64,35451,TCP,221.355927,3,144,48,48,0.6505360030409305,0.013552833396686052,110.6779635,42.603581667607294,140.803245,80.552682,221.355927,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50048-35451-TCP,192.95.27.190,50048,71.126.222.64,35451,TCP,221.355962,4,192,48,48,0.8673812002407235,0.01807044167168174,73.78532066666666,6.149243139572735,80.553819,68.542641,221.355962,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50050-35451-TCP,192.95.27.190,50050,71.126.222.64,35451,TCP,221.35660900000002,4,192,48,48,0.8673786649848796,0.01807038885385166,73.78553633333334,6.1487342667089155,80.55349000000001,68.543325,221.356609,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50052-35451-TCP,192.95.27.190,50052,71.126.222.64,35451,TCP,221.355747,4,192,48,48,0.8673820427169663,0.018070459223270132,73.78524900000001,6.149072829348424,80.55347,68.542514,221.355747,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50054-35451-TCP,192.95.27.190,50054,71.126.222.64,35451,TCP,221.355846,4,192,48,48,0.867381654785842,0.018070451141371707,73.785282,6.148834639806875,80.553429,68.54317,221.35584599999999,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50056-35451-TCP,192.95.27.190,50056,71.126.222.64,35451,TCP,221.35586099999998,4,192,48,48,0.8673815960084292,0.018070449916842275,73.785287,6.149411680722621,80.55386299999998,68.542223,221.355861,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50058-35451-TCP,192.95.27.190,50058,71.126.222.64,35451,TCP,221.355777,4,192,48,48,0.8673819251620436,0.01807045677420924,73.785259,6.149055125446593,80.553788,68.54326999999999,221.355777,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50060-35451-TCP,192.95.27.190,50060,71.126.222.64,35451,TCP,221.356593,4,192,48,48,0.8673787276803633,0.01807039016000757,73.785531,6.148717611788349,80.55340500000003,68.54319699999999,221.356593,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50062-35451-TCP,192.95.27.190,50062,71.126.222.64,35451,TCP,221.35580299999998,4,192,48,48,0.8673818232811363,0.01807045465169034,73.78526766666667,6.148021597945163,80.55241899999999,68.54362400000001,221.35580299999998,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50064-35451-TCP,192.95.27.190,50064,71.126.222.64,35451,TCP,221.351488,4,192,48,48,0.8673987319208806,0.018070806915018344,73.78382933333333,6.14953392301157,80.55367299999997,68.54319200000002,221.351488,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50066-35451-TCP,192.95.27.190,50066,71.126.222.64,35451,TCP,221.352428,4,192,48,48,0.8673950484066973,0.018070730175139528,73.78414266666667,6.149923702411461,80.554023,68.54229600000001,221.352428,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50068-35451-TCP,192.95.27.190,50068,71.126.222.64,35451,TCP,221.351905,4,192,48,48,0.8673970978474299,0.018070772871821458,73.78396833333333,7.021041991051646,80.55349100000001,66.53589199999999,221.351905,0,4,0,0,4,0,0,0
192.95.27.190-71.126.222.64-50070-35451-TCP,192.95.27.190,50070,71.126.222.64,35451,TCP,221.352014,3,144,48,48,0.6505475030374018,0.01355307297994587,110.676007,42.599843194055154,140.798645,80.553369,221.352014,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50071-35451-TCP,192.95.27.190,50071,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50072-35451-TCP,192.95.27.190,50072,71.126.222.64,35451,TCP,221.352183,3,144,48,48,0.6505470063514124,0.013553062632321092,110.6760915,42.59831655051455,140.79764999999998,80.55453300000002,221.352183,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50073-35451-TCP,192.95.27.190,50073,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50074-35451-TCP,192.95.27.190,50074,71.126.222.64,35451,TCP,221.35116100000002,3,144,48,48,0.6505500099906862,0.013553125208139295,110.67558050000001,42.59904628471274,140.797655,80.55350600000003,221.35116100000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50075-35451-TCP,192.95.27.190,50075,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50076-35451-TCP,192.95.27.190,50076,71.126.222.64,35451,TCP,221.352202,3,144,48,48,0.6505469505110232,0.013553061468979648,110.676101,44.94608289100176,142.457781,78.894421,221.352202,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50077-35451-TCP,192.95.27.190,50077,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50078-35451-TCP,192.95.27.190,50078,71.126.222.64,35451,TCP,221.351087,3,144,48,48,0.6505502274764072,0.013553129739091816,110.6755435,44.95406117681386,142.462865,78.88822200000001,221.351087,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50079-35451-TCP,192.95.27.190,50079,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50080-35451-TCP,192.95.27.190,50080,71.126.222.64,35451,TCP,221.352297,3,144,48,48,0.6505466713092207,0.013553055652275431,110.6761485,44.95558145639341,142.464545,78.887752,221.352297,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50081-35451-TCP,192.95.27.190,50081,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50082-35451-TCP,192.95.27.190,50082,71.126.222.64,35451,TCP,221.35204199999998,3,144,48,48,0.6505474207461795,0.013553071265545408,110.67602099999999,44.95325861061723,142.462775,78.88926699999999,221.35204199999998,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50083-35451-TCP,192.95.27.190,50083,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
192.95.27.190-71.126.222.64-50084-35451-TCP,192.95.27.190,50084,71.126.222.64,35451,TCP,221.35120400000002,3,144,48,48,0.6505498836139151,0.013553122575289898,110.67560200000001,44.95381581076079,142.46275,78.88845400000002,221.35120400000002,0,3,0,0,3,0,0,0
192.95.27.190-71.126.222.64-50085-35451-TCP,192.95.27.190,50085,71.126.222.64,35451,TCP,0.0,1,48,48,48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
