Time,Source,Destination,Protocol,Length,Info,label
2018-11-03 10:28:51.181123,172.16.0.5,192.168.50.4,17,2944.0,553 -> 55030,LDAP
2018-11-03 10:24:14.088267,172.16.0.5,192.168.50.4,17,2944.0,917 -> 58032,LDAP
2018-11-03 10:22:33.218199,172.16.0.5,192.168.50.4,17,2944.0,968 -> 25862,LDAP
2018-11-03 10:28:04.967906,172.16.0.5,192.168.50.4,17,2944.0,1000 -> 23043,LDAP
2018-11-03 10:09:11.565179,172.16.0.5,192.168.50.4,17,458.0,798 -> 31149,NetBIOS
2018-11-03 10:23:47.204898,172.16.0.5,192.168.50.4,17,2944.0,611 -> 62907,LDAP
2018-11-03 10:26:16.284402,172.16.0.5,192.168.50.4,17,2944.0,799 -> 53159,LDAP
2018-11-03 10:25:03.600150,172.16.0.5,192.168.50.4,17,2944.0,682 -> 39464,LDAP
2018-11-03 10:24:39.246583,172.16.0.5,192.168.50.4,17,2944.0,953 -> 2323,LDAP
2018-11-03 10:27:04.875264,172.16.0.5,192.168.50.4,17,2944.0,622 -> 50867,LDAP
2018-11-03 10:28:01.041099,172.16.0.5,192.168.50.4,17,2944.0,661 -> 32992,LDAP
2018-11-03 10:22:28.305347,172.16.0.5,192.168.50.4,17,2944.0,589 -> 4296,LDAP
2018-11-03 10:23:28.361593,172.16.0.5,192.168.50.4,17,2944.0,540 -> 5433,LDAP
2018-11-03 10:22:35.518496,172.16.0.5,192.168.50.4,17,2944.0,838 -> 56795,LDAP
2018-11-03 10:23:03.838059,172.16.0.5,192.168.50.4,17,2944.0,790 -> 43236,LDAP
2018-11-03 10:28:50.418614,172.16.0.5,192.168.50.4,17,2944.0,534 -> 44733,LDAP
2018-11-03 10:24:14.670752,172.16.0.5,192.168.50.4,17,2928.0,674 -> 40485,LDAP
2018-11-03 10:28:48.245185,172.16.0.5,192.168.50.4,17,2944.0,883 -> 36979,LDAP
2018-11-03 10:24:48.830051,172.16.0.5,192.168.50.4,17,2944.0,819 -> 19464,LDAP
2018-11-03 10:23:12.773955,172.16.0.5,192.168.50.4,17,2944.0,697 -> 40529,LDAP
2018-11-03 10:24:59.812337,172.16.0.5,192.168.50.4,17,2944.0,1000 -> 44847,LDAP
2018-11-03 10:22:24.003485,172.16.0.5,192.168.50.4,17,2944.0,870 -> 52687,LDAP
2018-11-03 10:23:31.534526,172.16.0.5,192.168.50.4,17,2944.0,614 -> 51214,LDAP
2018-11-03 10:25:06.259338,172.16.0.5,192.168.50.4,17,2944.0,863 -> 43220,LDAP
2018-11-03 10:26:03.242596,172.16.0.5,192.168.50.4,17,2944.0,798 -> 12658,LDAP
2018-11-03 10:26:36.205892,172.16.0.5,192.168.50.4,17,2944.0,735 -> 41989,LDAP
2018-11-03 10:27:30.498654,172.16.0.5,192.168.50.4,17,2848.0,733 -> 33407,LDAP
2018-11-03 10:23:44.728658,172.16.0.5,192.168.50.4,17,2944.0,690 -> 31209,LDAP
2018-11-03 10:25:43.251357,172.16.0.5,192.168.50.4,17,2944.0,856 -> 11709,LDAP
2018-11-03 10:29:04.486917,172.16.0.5,192.168.50.4,17,2944.0,1012 -> 50482,LDAP
2018-11-03 10:26:23.502550,172.16.0.5,192.168.50.4,17,2944.0,618 -> 33705,LDAP
2018-11-03 10:09:18.286022,172.16.0.5,192.168.50.4,17,458.0,627 -> 37687,NetBIOS
2018-11-03 10:22:14.739400,172.16.0.5,192.168.50.4,17,2944.0,900 -> 44206,LDAP
2018-11-03 10:21:56.060472,172.16.0.5,192.168.50.4,17,2944.0,900 -> 62345,LDAP
2018-11-03 10:26:06.708373,172.16.0.5,192.168.50.4,17,2944.0,875 -> 41331,LDAP
2018-11-03 10:24:54.451839,172.16.0.5,192.168.50.4,17,2944.0,1010 -> 39855,LDAP
2018-11-03 10:22:16.524612,172.16.0.5,192.168.50.4,17,2944.0,664 -> 36138,LDAP
2018-11-03 10:29:45.382141,172.16.0.5,192.168.50.4,17,2944.0,803 -> 19340,LDAP
2018-11-03 10:27:41.832744,172.16.0.5,192.168.50.4,17,2944.0,952 -> 31371,LDAP
2018-11-03 10:25:16.351912,172.16.0.5,192.168.50.4,17,2944.0,628 -> 12352,LDAP
2018-11-03 10:25:07.141866,172.16.0.5,192.168.50.4,17,2944.0,669 -> 33446,LDAP
2018-11-03 10:24:52.175545,172.16.0.5,192.168.50.4,17,2944.0,963 -> 21033,LDAP
2018-11-03 10:29:19.321076,172.16.0.5,192.168.50.4,17,2944.0,988 -> 46819,LDAP
2018-11-03 10:27:49.603598,172.16.0.5,192.168.50.4,17,2944.0,813 -> 30285,LDAP
2018-11-03 10:09:10.429250,172.16.0.5,192.168.50.4,17,494.0,648 -> 5110,NetBIOS
2018-11-03 10:29:24.138281,172.16.0.5,192.168.50.4,17,2944.0,900 -> 18323,LDAP
2018-11-03 10:09:01.900941,172.16.0.5,192.168.50.4,17,458.0,737 -> 45745,NetBIOS
2018-11-03 10:26:58.560175,172.16.0.5,192.168.50.4,17,2944.0,835 -> 25400,LDAP
2018-11-03 10:29:21.958938,172.16.0.5,192.168.50.4,17,2944.0,598 -> 57432,LDAP
2018-11-03 10:28:16.458438,172.16.0.5,192.168.50.4,17,2944.0,657 -> 46853,LDAP
2018-11-03 10:21:58.803588,172.16.0.5,192.168.50.4,17,2944.0,900 -> 4894,LDAP
2018-11-03 10:26:00.050010,172.16.0.5,192.168.50.4,17,2928.0,896 -> 45109,LDAP
2018-11-03 10:09:17.198936,172.16.0.5,192.168.50.4,17,458.0,984 -> 64044,NetBIOS
2018-11-03 10:28:00.130051,172.16.0.5,192.168.50.4,17,2944.0,626 -> 8071,LDAP
2018-11-03 10:24:55.235428,172.16.0.5,192.168.50.4,17,2944.0,621 -> 1578,LDAP
2018-11-03 10:27:32.297120,172.16.0.5,192.168.50.4,17,2944.0,661 -> 610,LDAP
2018-11-03 10:28:44.665383,172.16.0.5,192.168.50.4,17,2944.0,583 -> 11305,LDAP
2018-11-03 10:28:22.413136,172.16.0.5,192.168.50.4,17,2944.0,572 -> 44414,LDAP
2018-11-03 10:27:25.812112,172.16.0.5,192.168.50.4,17,2944.0,710 -> 33708,LDAP
2018-11-03 10:24:35.727360,172.16.0.5,192.168.50.4,17,2944.0,823 -> 12680,LDAP
2018-11-03 10:23:13.910816,172.16.0.5,192.168.50.4,17,2944.0,667 -> 21584,LDAP
2018-11-03 10:22:56.958706,172.16.0.5,192.168.50.4,17,2944.0,949 -> 49725,LDAP
2018-11-03 10:09:15.410811,172.16.0.5,192.168.50.4,17,458.0,832 -> 6957,NetBIOS
2018-11-03 10:23:28.731660,172.16.0.5,192.168.50.4,17,2944.0,892 -> 30551,LDAP
2018-11-03 10:24:28.724813,172.16.0.5,192.168.50.4,17,2944.0,993 -> 12604,LDAP
2018-11-03 10:09:03.467158,172.16.0.5,192.168.50.4,17,494.0,648 -> 55741,NetBIOS
2018-11-03 10:29:00.762781,172.16.0.5,192.168.50.4,17,2944.0,900 -> 57054,LDAP
2018-11-03 10:23:50.492961,172.16.0.5,192.168.50.4,17,2944.0,865 -> 40776,LDAP
2018-11-03 10:27:44.602692,172.16.0.5,192.168.50.4,17,2944.0,535 -> 41381,LDAP
2018-11-03 10:09:19.074793,172.16.0.5,192.168.50.4,17,458.0,734 -> 19342,NetBIOS
2018-11-03 10:26:34.009895,172.16.0.5,192.168.50.4,17,2944.0,900 -> 8566,LDAP
2018-11-03 10:23:12.927017,172.16.0.5,192.168.50.4,17,2944.0,796 -> 8573,LDAP
2018-11-03 10:29:12.489933,172.16.0.5,192.168.50.4,17,2944.0,651 -> 25596,LDAP
2018-11-03 10:23:18.931441,172.16.0.5,192.168.50.4,17,2944.0,556 -> 52499,LDAP
2018-11-03 10:24:30.202795,172.16.0.5,192.168.50.4,17,2944.0,792 -> 16099,LDAP
2018-11-03 10:24:26.610453,172.16.0.5,192.168.50.4,17,2944.0,669 -> 34223,LDAP
2018-11-03 10:27:41.754531,172.16.0.5,192.168.50.4,17,2944.0,663 -> 17683,LDAP
2018-11-03 10:29:06.841272,172.16.0.5,192.168.50.4,17,2944.0,900 -> 55953,LDAP
2018-11-03 10:24:07.271860,172.16.0.5,192.168.50.4,17,2944.0,707 -> 60164,LDAP
2018-11-03 10:22:33.812887,172.16.0.5,192.168.50.4,17,2944.0,611 -> 64076,LDAP
2018-11-03 10:21:57.817813,172.16.0.5,192.168.50.4,17,2944.0,900 -> 29829,LDAP
2018-11-03 10:09:04.459006,172.16.0.5,192.168.50.4,17,458.0,648 -> 36805,NetBIOS
2018-11-03 10:24:02.148726,172.16.0.5,192.168.50.4,17,2944.0,663 -> 11928,LDAP
2018-11-03 10:29:47.787512,172.16.0.5,192.168.50.4,17,2944.0,999 -> 33996,LDAP
2018-11-03 10:23:26.264172,172.16.0.5,192.168.50.4,17,2944.0,662 -> 60423,LDAP
2018-11-03 10:26:22.344939,172.16.0.5,192.168.50.4,17,2944.0,887 -> 9910,LDAP
2018-11-03 10:25:17.294386,172.16.0.5,192.168.50.4,17,2944.0,599 -> 55846,LDAP
2018-11-03 10:29:26.475146,172.16.0.5,192.168.50.4,17,2848.0,778 -> 20863,LDAP
2018-11-03 10:24:31.181097,172.16.0.5,192.168.50.4,17,2944.0,593 -> 60110,LDAP
2018-11-03 10:28:13.785832,172.16.0.5,192.168.50.4,17,2944.0,848 -> 6637,LDAP
2018-11-03 10:23:45.320048,172.16.0.5,192.168.50.4,17,2944.0,557 -> 35245,LDAP
2018-11-03 10:25:44.577186,172.16.0.5,192.168.50.4,17,2944.0,868 -> 50623,LDAP
2018-11-03 10:09:05.302814,172.16.0.5,192.168.50.4,17,458.0,663 -> 2393,NetBIOS
2018-11-03 10:27:36.821261,172.16.0.5,192.168.50.4,17,2944.0,529 -> 26291,LDAP
2018-11-03 10:27:56.602585,172.16.0.5,192.168.50.4,17,2944.0,900 -> 63565,LDAP
2018-11-03 10:22:00.848332,172.16.0.5,192.168.50.4,17,2944.0,859 -> 18521,LDAP
2018-11-03 10:29:23.462405,172.16.0.5,192.168.50.4,17,2944.0,864 -> 42531,LDAP
2018-11-03 10:09:22.631016,172.16.0.5,192.168.50.4,17,422.0,918 -> 53133,NetBIOS
2018-11-03 10:24:42.391998,172.16.0.5,192.168.50.4,17,2944.0,872 -> 4863,LDAP
2018-11-03 10:26:14.746452,172.16.0.5,192.168.50.4,17,2944.0,861 -> 2663,LDAP
2018-11-03 10:24:12.457589,172.16.0.5,192.168.50.4,17,2944.0,520 -> 1798,LDAP
2018-11-03 10:26:41.155011,172.16.0.5,192.168.50.4,17,2944.0,1002 -> 65040,LDAP
2018-11-03 10:26:07.268531,172.16.0.5,192.168.50.4,17,2848.0,1000 -> 30905,LDAP
2018-11-03 10:09:16.342488,172.16.0.5,192.168.50.4,17,458.0,922 -> 38030,NetBIOS
2018-11-03 10:23:17.791497,172.16.0.5,192.168.50.4,17,2944.0,537 -> 31938,LDAP
2018-11-03 10:23:41.402002,172.16.0.5,192.168.50.4,17,2944.0,532 -> 59263,LDAP
2018-11-03 10:22:26.483880,172.16.0.5,192.168.50.4,17,2944.0,807 -> 28605,LDAP
2018-11-03 10:29:49.636465,172.16.0.5,192.168.50.4,17,2928.0,900 -> 8211,LDAP
2018-11-03 10:26:36.815724,172.16.0.5,192.168.50.4,17,2864.0,619 -> 13566,LDAP
2018-11-03 10:26:53.179560,172.16.0.5,192.168.50.4,17,2944.0,784 -> 6759,LDAP
2018-11-03 10:09:18.044604,172.16.0.5,192.168.50.4,17,458.0,548 -> 54767,NetBIOS
2018-11-03 10:28:57.199184,172.16.0.5,192.168.50.4,17,2944.0,1016 -> 35496,LDAP
2018-11-03 10:22:14.247406,172.16.0.5,192.168.50.4,17,2944.0,900 -> 59000,LDAP
2018-11-03 10:28:06.129279,172.16.0.5,192.168.50.4,17,2208.0,773 -> 29118,LDAP
2018-11-03 10:24:46.118334,172.16.0.5,192.168.50.4,17,2944.0,590 -> 43247,LDAP
2018-11-03 10:27:18.070447,172.16.0.5,192.168.50.4,17,2944.0,551 -> 30527,LDAP
2018-11-03 10:23:33.179676,172.16.0.5,192.168.50.4,17,2944.0,702 -> 37867,LDAP
2018-11-03 10:29:25.149825,172.16.0.5,192.168.50.4,17,2944.0,730 -> 48284,LDAP
2018-11-03 10:28:27.806171,172.16.0.5,192.168.50.4,17,2944.0,900 -> 33410,LDAP
2018-11-03 10:09:22.405107,172.16.0.5,192.168.50.4,17,494.0,978 -> 46124,NetBIOS
2018-11-03 10:24:47.014159,172.16.0.5,192.168.50.4,17,2944.0,622 -> 61082,LDAP
2018-11-03 10:24:06.256843,172.16.0.5,192.168.50.4,17,2944.0,764 -> 1835,LDAP
2018-11-03 10:26:53.702065,172.16.0.5,192.168.50.4,17,2944.0,855 -> 37595,LDAP
2018-11-03 10:29:40.104838,172.16.0.5,192.168.50.4,17,2944.0,720 -> 52069,LDAP
2018-11-03 10:25:13.319945,172.16.0.5,192.168.50.4,17,2944.0,817 -> 15115,LDAP
2018-11-03 10:09:21.631144,172.16.0.5,192.168.50.4,17,458.0,852 -> 60435,NetBIOS
2018-11-03 10:29:17.593939,172.16.0.5,192.168.50.4,17,2944.0,819 -> 5791,LDAP
2018-11-03 10:25:54.023246,172.16.0.5,192.168.50.4,17,2944.0,830 -> 14119,LDAP
2018-11-03 10:24:38.124587,172.16.0.5,192.168.50.4,17,2944.0,900 -> 44444,LDAP
2018-11-03 10:28:34.232924,172.16.0.5,192.168.50.4,17,2944.0,611 -> 54554,LDAP
2018-11-03 10:25:42.925531,172.16.0.5,192.168.50.4,17,2944.0,731 -> 18113,LDAP
2018-11-03 10:09:23.520327,172.16.0.5,192.168.50.4,17,458.0,648 -> 32066,NetBIOS
2018-11-03 10:25:10.279740,172.16.0.5,192.168.50.4,17,2944.0,554 -> 49848,LDAP
2018-11-03 10:27:34.201591,172.16.0.5,192.168.50.4,17,2944.0,514 -> 1186,LDAP
2018-11-03 10:25:16.104842,172.16.0.5,192.168.50.4,17,2944.0,995 -> 50655,LDAP
2018-11-03 10:29:11.784764,172.16.0.5,192.168.50.4,17,2944.0,653 -> 46500,LDAP
2018-11-03 10:25:27.448279,172.16.0.5,192.168.50.4,17,2944.0,886 -> 62246,LDAP
2018-11-03 10:23:53.995635,172.16.0.5,192.168.50.4,17,2944.0,894 -> 21066,LDAP
2018-11-03 10:27:31.977077,172.16.0.5,192.168.50.4,17,2944.0,533 -> 62017,LDAP
2018-11-03 10:26:30.309072,172.16.0.5,192.168.50.4,17,2944.0,515 -> 43460,LDAP
2018-11-03 10:22:29.125986,172.16.0.5,192.168.50.4,17,2944.0,950 -> 65397,LDAP
2018-11-03 10:29:27.838748,172.16.0.5,192.168.50.4,17,2864.0,986 -> 32268,LDAP
2018-11-03 10:23:38.532152,172.16.0.5,192.168.50.4,17,2944.0,571 -> 40740,LDAP
2018-11-03 10:25:30.341674,172.16.0.5,192.168.50.4,17,2944.0,900 -> 57351,LDAP
2018-11-03 10:25:16.475622,172.16.0.5,192.168.50.4,17,2944.0,953 -> 22746,LDAP
2018-11-03 10:23:52.230901,172.16.0.5,192.168.50.4,17,2944.0,784 -> 7680,LDAP
2018-11-03 10:26:52.886178,172.16.0.5,192.168.50.4,17,2944.0,903 -> 14269,LDAP
2018-11-03 10:25:43.956248,172.16.0.5,192.168.50.4,17,2944.0,900 -> 18301,LDAP
